Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
outil-debavurage-de-chanfrein-externe-pour-foret-2-pcs,Outil d'ébavurage de chanfrein externe pour foret (2 pcs),"<h2>Description du Produit</h2>
<p>L'ensemble d'Outils d'Ébavurage de Chanfrein Externe (2 PCS) est conçu pour la réparation rapide et efficace des boulons endommagés et le serrage des écrous. Fabriqué en acier inoxydable de haute qualité, cet outil robuste assure une durabilité exceptionnelle même dans des conditions rigoureuses.</p>
<p>Sa compatibilité avec une large gamme de tailles de boulons (4 mm à 19 mm) le rend extrêmement polyvalent, tandis que son design sécurisé protège vos mains en prévenant les étincelles et les brûlures.</p>
<p>Idéal pour les artisans professionnels comme pour les amateurs de bricolage, il simplifie le processus d'ébavurage avec une opération facile et sûre.</p>
<ul>
<li>🔧 <strong>Opération Simple:</strong> Répare rapidement les boulons endommagés et serre les écrous avec facilité.</li>
<li>📏 <strong>Compatibilité de Taille Polyvalente:</strong> S'adapte à une large gamme de tailles de boulons (4 mm à 19 mm), rendant l'outil très polyvalent.</li>
<li>🏋️‍♂️ <strong>Matériau Durable:</strong> Fabriqué en acier inoxydable haute résistance, assurant une performance durable même sous une utilisation rigoureuse.</li>
<li>🛡️ <strong>Design Sécuritaire:</strong> Protège vos mains pendant l'utilisation grâce à un design qui prévient les étincelles et les brûlures.</li>
<li>⚙️ <strong>Simplicité d'Utilisation:</strong> Simplifie le processus de réparation en coupant efficacement à travers les gaines métalliques; commencez à la vitesse la plus basse et augmentez la pression pour enlever les bavures sans effort.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Acier inoxydable</li>
<li>
<strong>Couleur :</strong> Argent</li>
<li>
<strong>Longueur totale :</strong> 48 mm</li>
<li>
<strong>Compatibilité des boulons :</strong> Convient aux boulons de taille 8-32 (.164 pouces) à 3/4-10 (.750 pouces) - couvrant une gamme de 4 mm à 19 mm</li>
<li>
<strong>Type de filetage :</strong> Conçu pour le filetage à droite mais fonctionne également sur des actions non filetées</li>
<li>
<strong>Matériaux applicables :</strong> Acier inoxydable, acier trempé, acier doux, cuivre, laiton, aluminium, fibre de verre, bois, et plastique</li>
</ul>",outillage,Hardware > Tools > Deburrers,"",Outils,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/47353aed54929c5fc5e195d063e33b2f.webp?v=1749144619,1,"",false,,,,,,,,,,,,,,,kg,,,active
outil-debavurage-de-chanfrein-externe-pour-foret-2-pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/a3e99cd9f0da6990d6a2d267175771e1.webp?v=1749144619,2,"",,,,,,,,,,,,,,,,,,,
outil-debavurage-de-chanfrein-externe-pour-foret-2-pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/f2db3802c2bf2849fd84b3c494e6cc95.webp?v=1749144619,3,"",,,,,,,,,,,,,,,,,,,
outil-de-tracage-multi-usages,Outil de traçage multi usages,"<h2>Description du Produit</h2>
<p>Découvrez l'Outil De Traçage Multi Usages, votre allié indispensable pour des mesures précises et polyvalentes. Conçu en alliage d'aluminium anodisé de haute qualité, il garantit une durabilité exceptionnelle.</p>
<p>Son design compact et léger vous permet de l'emporter partout avec vous, que ce soit dans votre poche ou accroché à votre ceinture. Grâce à sa forme ajustable, il s'adapte à plus de 15 applications de marquage différentes, telles que la pose de carreaux, le montage de cloisons ou encore la création de meubles intégrés.</p>
<p>Chaque réglage se verrouille fermement pour assurer une précision constante. Faites confiance à cet outil incontournable pour tous vos projets professionnels ou DIY.</p>
<ul>
<li>🔧 <strong>Polyvalence :</strong> Ajustez facilement sa forme grâce au porte-crayon et à l'écrou de verrouillage pour répondre à diverses exigences de marquage.</li>
<li>💪 <strong>Durabilité :</strong> Fabriqué en alliage d'aluminium de haute qualité avec traitement d'oxydation anodisée, ce qui prolonge considérablement la durée de vie du produit.</li>
<li>🚀 <strong>Portabilité :</strong> Son design compact et léger permet de le transporter facilement dans une poche ou accroché à votre ceinture.</li>
<li>🎯 <strong>Précision :</strong> Peut être verrouillé en place après chaque ajustement pour garantir des mesures précises à chaque utilisation.</li>
<li>🛠️ <strong>Larges Applications :</strong> Idéal pour plus de 15 tâches différentes telles que la pose de tuiles, le montage de montants muraux, l'installation de pignons et panneaux, l'ajustement des panneaux de remplissage, l'agencement des magasins et la fabrication de meubles intégrés.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Couleur :</strong> Noir</li>
<li>
<strong>Matière :</strong> Alliage d'aluminium de haute qualité avec traitement d'oxydation anodisée</li>
<li>
<strong>Poids :</strong> Léger pour une portabilité facile (poids exact non spécifié)</li>
<li>
<strong>Taille :</strong> Taille compacte, tient dans une poche (dimensions exactes non spécifiées)</li>
<li>
<strong>Ajustabilité :</strong> Peut être modifié en forme pour répondre à différents besoins de marquage; inclut un porte-crayon et un écrou de verrouillage pour des ajustements précis</li>
<li>
<strong>Applications :</strong> Plus de 15 applications de marquage, y compris le carrelage, le cloisonnement, les pignons et panneaux, les panneaux de remplissage, l'agencement de magasins et les meubles intégrés</li>
</ul>",outillage,Hardware > Tools > Marking Tools,"",Outils,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/9d146c0cad9555b567fe1c85c314d7fb.webp?v=1749144522,1,"",false,,,,,,,,,,,,,,,kg,,,active
outil-de-tracage-multi-usages,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/1c12799e5693710fb8c2cebfda2622e7.webp?v=1749144522,2,"",,,,,,,,,,,,,,,,,,,
outil-de-tracage-multi-usages,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/e9ea8ab3e7469d4a7c0e46b832f175f0.webp?v=1749144522,3,"",,,,,,,,,,,,,,,,,,,
outil-de-tracage-multi-usages,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/1fd8341069841bb93c404e8a66bd8f87.jpg?v=1749144522,4,"",,,,,,,,,,,,,,,,,,,
2x-ciseaux-anti-rouille-ultra-coupant,2x ciseaux anti-rouille ultra-coupant,"<h2>Description du Produit</h2>
<p>Découvrez nos ciseaux anti-rouille ultra-coupants, conçus pour des découpes sans effort, même sur les surfaces adhésives. Fabriqués en acier inoxydable de haute qualité, ces ciseaux conservent leur tranchant et leur couleur au fil du temps. Leur design unique à lames anti-adhésives les rend supérieurs aux autres ciseaux du marché. Légers et ergonomiques, ils sont parfaits pour une utilisation prolongée sans inconfort. Que ce soit pour le bricolage, le bureau ou l'école, ces ciseaux polyvalents deviendront rapidement un outil indispensable dans votre quotidien.</p>
<ul>
<li>🛡️ <strong>Anti-Rouille :</strong> La construction en acier inoxydable assure une durabilité longue durée sans perte de tranchant ni de couleur.</li>
<li>✂️ <strong>Lames Ultra-Coupantes :</strong> Conçues pour des coupes précises avec un minimum d'effort.</li>
<li>🧼 <strong>Fonction Anti-adhésive :</strong> Coupe facilement les surfaces adhésives sans coller ni s'encrasser.</li>
<li>👌 <strong>Design Ergonomique :</strong> Légères (74 g) et faciles à manipuler pour une utilisation prolongée sans inconfort.</li>
<li>🔄 <strong>Polyvalence :</strong> Adaptées à une variété de tâches, du bricolage à l'utilisation au bureau, faisant d'elles un outil essentiel dans tout environnement.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Acier inoxydable</li>
<li>
<strong>Dimensions :</strong> 19,8 cm x 8,2 cm</li>
<li>
<strong>Poids :</strong> 74 g</li>
<li>
<strong>Couleur :</strong> Noir et jaune</li>
<li>
<strong>Inclus dans le pack :</strong> 2 x Ciseaux ultra-coupants anti-rouille</li>
</ul>",outillage,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Tools > Craft Cutting & Embossing Tools > Craft & Office Scissors,"",Outils,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/38c7677623054d2f71a019d9ccbec5d9.webp?v=1749144447,1,"",false,,,,,,,,,,,,,,,kg,,,active
2x-ciseaux-anti-rouille-ultra-coupant,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/3ff454a4d5abaa60dfa79bcd173c400b.webp?v=1749144447,2,"",,,,,,,,,,,,,,,,,,,
2x-ciseaux-anti-rouille-ultra-coupant,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/5edbe4e01a52c78b211b44cf82849754.webp?v=1749144447,3,"",,,,,,,,,,,,,,,,,,,
2x-ciseaux-anti-rouille-ultra-coupant,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/284de3c195df5def98931818efba3372.jpg?v=1749144447,4,"",,,,,,,,,,,,,,,,,,,
2x-ciseaux-anti-rouille-ultra-coupant,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/f02524d55a455a1d7b25179883831c72.jpg?v=1749144447,5,"",,,,,,,,,,,,,,,,,,,
assistant-de-percage-avec-niveau-laser,Assistant de perçage avec niveau laser,"<h2>Description du Produit</h2>
<p>L'Assistant de perçage avec niveau laser est l'outil multifonctionnel ultime pour rendre vos tâches de perçage plus simples, propres et précises. En combinant un niveau laser, un guide de perçage et un collecteur de poussière en un seul appareil compact, il vous assure des trous parfaitement alignés à chaque fois. Léger et portable, il se fixe automatiquement sur toute surface murale pour une utilisation sans effort. Parfait pour les amateurs de bricolage et les professionnels recherchant efficacité et propreté dans leurs projets.</p>
<ul>
<li>🔧 <strong>Polyvalence :</strong> Combine trois fonctions essentielles—nivellement au laser, guidage de perçage et collecte de poussière—en un seul outil.</li>
<li>🎯 <strong>Perçage Précis :</strong> Le niveau laser de haute qualité garantit des trous parfaitement alignés à chaque utilisation.</li>
<li>🧹 <strong>Opération Propre :</strong> Le collecteur de poussière intégré capture tous les débris, rendant le nettoyage après perçage sans effort.</li>
<li>⏱️ <strong>Gain de Temps :</strong> Installation et utilisation faciles qui vous font gagner un temps précieux sur vos projets de perçage.</li>
<li>🚀 <strong>Portabilité :</strong> Design léger qui facilite le transport et l'utilisation dans divers endroits.</li>
<li>👌 <strong>Simplicité d'Utilisation :</strong> Fonction d'auto-fixation permettant une fixation sécurisée sur toute surface murale d'une simple pression sur un bouton.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Plastique ABS</li>
<li>
<strong>Dimensions :</strong> 205 mm x 95 mm x 5 mm</li>
<li>
<strong>Couleur :</strong> Rouge</li>
<li>
<strong>Source d'alimentation :</strong> Nécessite 3 piles LR44 et 2 piles LR6 (non incluses)</li>
<li>
<strong>Composants inclus :</strong> 1 Assistant de perçage avec niveau laser</li>
</ul>",outillage,Hardware > Tools > Tool Sets > Hand Tool Sets > Mechanic Tool Sets,"",Outils,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/aa7cfa7b567237114b6887b3977e15e1.webp?v=1749144438,1,"",false,,,,,,,,,,,,,,,kg,,,active
assistant-de-percage-avec-niveau-laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/2bbe692e52412fe288e1fcd9e88cbf89.webp?v=1749144438,2,"",,,,,,,,,,,,,,,,,,,
assistant-de-percage-avec-niveau-laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/746db192a71cfe5724606e273bc99df9.webp?v=1749144438,3,"",,,,,,,,,,,,,,,,,,,
assistant-de-percage-avec-niveau-laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/0017f54e5242bb1a1f4b7d73948c05d6.jpg?v=1749144438,4,"",,,,,,,,,,,,,,,,,,,
assistant-de-percage-avec-niveau-laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/0123be90e8658c2af800f57da3953544.jpg?v=1749144438,5,"",,,,,,,,,,,,,,,,,,,
ruban-aluminium-ultra-resistant-waterproof,Ruban aluminium ultra résistant waterproof,"<h2>Description du Produit</h2>
<p>Le Ruban aluminium ultra résistant waterproof est votre solution ultime pour réparer les fuites et dommages sur diverses surfaces.</p>
<p>Conçu avec un mélange de feuille d'aluminium et de caoutchouc butyle, ce ruban offre une résistance exceptionnelle à la pression, à la chaleur, à l'eau, au feu, à la corrosion et aux rayons UV. </p>
<p>Facile à utiliser, il permet des réparations rapides et durables sur les tuyaux, toits, piscines et réservoirs de carburant. Capable de supporter des températures extrêmes allant de -40°C à 120°C, ce ruban garantit une adhérence fiable même dans les conditions les plus rigoureuses.</p>
<p>Idéal pour les amateurs de bricolage comme pour les professionnels du bâtiment, il assure des résultats efficaces tout en étant respectueux de l'environnement.</p>
<ul>
<li>🔧 <strong>Facilité d'utilisation</strong> : Processus d'application simple qui permet de gagner du temps et de l'argent.</li>
<li>🌐 <strong>Polyvalence</strong> : Utilisable sur une variété de surfaces, y compris les tuyaux, les toits, les piscines et les réservoirs de carburant.</li>
<li>💧 <strong>Compatibilité avec les liquides</strong> : Convient pour l'eau douce, l'eau de mer, l'eau de pluie et l'essence.</li>
<li>❄️ <strong>Durabilité sous des conditions extrêmes</strong> : Maintient son adhérence à des températures allant de -40°C à 120°C.</li>
<li>🔥 <strong>Caractéristiques de sécurité</strong> :
<ul>
<li>Retardateur de flamme pour une sécurité incendie accrue.</li>
<li>Surface résistante à la corrosion qui prolonge la durée de vie des réparations.</li>
<li>Résistance aux UV garantissant une durabilité extérieure à long terme.</li>
</ul>
</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Aluminium + caoutchouc butyle</li>
<li>
<strong>Dimensions :</strong> 5 mètres de longueur x 5 centimètres de largeur</li>
<li>
<strong>Résistance à la température :</strong> -40°C à 120°C</li>
<li>
<strong>Résistance au feu :</strong> Ignifuge</li>
<li>
<strong>Résistance à l'eau :</strong> Étanche</li>
<li>
<strong>Résistance à la corrosion :</strong> Oui</li>
<li>
<strong>Résistance aux UV :</strong> Oui</li>
</ul>",outillage,Hardware > Building Consumables,"",Entretien & Nettoyage,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/RUBAN.jpg?v=1749144333,1,"",false,,,,,,,,,,,,,,,kg,,,active
ruban-aluminium-ultra-resistant-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/44d6265485031d483ba07c814c279003.webp?v=1749144333,2,"",,,,,,,,,,,,,,,,,,,
ruban-aluminium-ultra-resistant-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/e398d002ac743a58804978c9ec4a27d4.webp?v=1749144333,3,"",,,,,,,,,,,,,,,,,,,
ruban-aluminium-ultra-resistant-waterproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/cd2377b19dc4c96fa31a165b46ca5e5e.png?v=1749144333,4,"",,,,,,,,,,,,,,,,,,,
cle-de-reparation-devier-8-en-1,Clé de réparation d'évier 8-en-1,"<h2>Description du Produit</h2>
<p>La <strong>Clé de Réparation d'évier 8-en-1</strong> est l'outil polyvalent et innovant qu'il vous faut, que vous soyez un bricoleur occasionnel ou un professionnel chevronné. Conçue pour simplifier le remplacement, l'installation et la réparation des robinets, elle offre une facilité d'utilisation inégalée grâce à son design ergonomique ouvert.</p>
<p>Fabriquée en ABS robuste et alliage métallique, elle garantit durabilité et fiabilité tout en protégeant les finitions délicates contre les rayures. De plus, son coupe-fil intégré et son niveau à bulle assurent des installations parfaites à chaque fois.</p>
<p>Respectueuse de l'environnement, cette clé est idéale pour toutes vos tâches liées aux robinets.</p>
<ul>
<li>🔧 <strong>Facilité d'utilisation</strong> : Le design ergonomique ouvert permet un accès facile aux mécanismes et une visibilité claire pour des ajustements précis.</li>
<li>🛠️ <strong>Amélioration de la fonctionnalité</strong> : Le coupe-fil intégré et le niveau à bulle garantissent des installations parfaites à chaque fois.</li>
<li>💪 <strong>Durabilité et fiabilité</strong> : Fabriqué en matériaux ABS et alliage robustes, résistant à une utilisation rigoureuse.</li>
<li>🔄 <strong>Polyvalence d'application</strong> : Idéal pour gérer une variété de tâches liées aux robinets sans avoir besoin de plusieurs outils.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Dimensions :</strong> Voir les images du produit</li>
<li>
<strong>Poids :</strong> À spécifier si disponible</li>
<li>
<strong>Matériaux :</strong> Métal et plastique (ABS et alliage)</li>
<li>
<strong>Couleur :</strong> Rouge</li>
<li>
<strong>Caractéristiques technologiques :</strong> Design ergonomique ouvert, coupe-fil intégré, niveau à bulle intégré</li>
<li>
<strong>Capacité/Compatibilité :</strong> Convient à divers types de robinets, en particulier ceux avec des fixations difficiles d'accès</li>
</ul>",outillage,Hardware > Tools > Wrenches,"",Outils,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/94e707cf796a3be6fcec0ad1b7e16dd2.webp?v=1749144221,1,"",false,,,,,,,,,,,,,,,kg,,,active
cle-de-reparation-devier-8-en-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/41def76398db9fdd926d7d6675449835.webp?v=1749144221,2,"",,,,,,,,,,,,,,,,,,,
peigne-a-outils-de-bobine-a-c,Peigne à outils de bobine a/c,"<h2>Description du Produit</h2>
<p>Transformez l'entretien de vos appareils avec le Peigne à outils de bobine A/C – votre solution ultime pour un nettoyage efficace des serpentins ! Conçu en acier inoxydable de haute qualité, ce peigne offre une durabilité inégalée par rapport aux peignes en plastique traditionnels.</p>
<p>Sa conception flexible permet de nettoyer chaque recoin sans risquer d'endommager les composants délicats. Idéal pour les climatiseurs, réfrigérateurs et évaporateurs, cet outil simple d'utilisation vous aide à économiser sur les frais de maintenance professionnelle tout en maintenant vos systèmes de refroidissement en parfait état.</p>
<ul>
<li>🔧 <strong>Facile à utiliser </strong>: Simplifie l'entretien de vos appareils.</li>
<li>💰 <strong>Économique</strong> : Réduisez les frais d'entretien professionnels.</li>
<li>🛡️ <strong>Durable</strong> : Fabriqué en acier inoxydable de haute qualité pour une longue durée de vie.</li>
<li>📈 <strong>Performance améliorée :</strong> Maintient l'efficacité des appareils de refroidissement en les gardant propres et sans débris.</li>
<li>🔄 <strong>Flexible</strong> : Conception flexible pour éviter d'endommager les composants délicats pendant le nettoyage.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Acier inoxydable</li>
<li>
<strong>Compatibilité :</strong> Convient pour les climatiseurs, réfrigérateurs, ailettes, bobines, évaporateurs</li>
<li>
<strong>Inclus dans le paquet :</strong> 1 peigne à ailettes en acier inoxydable</li>
</ul>",outillage,Home & Garden > Household Supplies > Household Cleaning Supplies > Household Cleaning Products,"",Entretien & Nettoyage,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/Captured_ecran2024-09-10a14.14.38.png?v=1749144213,1,"",false,,,,,,,,,,,,,,,kg,,,active
peigne-a-outils-de-bobine-a-c,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/0321a32284fcb5fdb3f503cbd42b4071.webp?v=1749144213,2,"",,,,,,,,,,,,,,,,,,,
peigne-a-outils-de-bobine-a-c,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/22775fbdd7a8d7acd92459ade6cd5967.webp?v=1749144213,3,"",,,,,,,,,,,,,,,,,,,
peigne-a-outils-de-bobine-a-c,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/d5380abf2604ac4b7c8ced6a9c9f521f.webp?v=1749144213,4,"",,,,,,,,,,,,,,,,,,,
meche-de-forage-pour-carrelage-10-pieces,Mèche de forage pour carrelage (10 pièces),"<h2>Description du Produit</h2>
<p>Découvrez la précision ultime avec notre ensemble de mèches de forage pour carrelage (10 pièces). Conçues avec un revêtement en poudre de diamant, ces mèches offrent une durabilité exceptionnelle et une résistance inégalée pour percer facilement le verre, le marbre, les carreaux, le granit et la céramique.</p>
<p>Avec des tailles allant de 6mm à 30mm, elles répondent à tous vos besoins de perçage. Compatibles avec les perceuses électriques standards et optimisées pour une utilisation avec de l'eau, ces mèches garantissent des performances supérieures et une longue durée de vie.</p>
<p>Parfaites pour les professionnels comme pour les amateurs de bricolage, elles sont l'outil indispensable pour vos projets.</p>
<ul>
<li>💪 <strong>Résistance Exceptionnelle :</strong> Conçue pour offrir une excellente résistance contre les petites perforations, facilitant l'évacuation des copeaux pour un perçage précis.</li>
<li>🔧 <strong>Durabilité :</strong> Le revêtement en poudre de diamant garantit des performances durables et des trous propres et précis.</li>
<li>🌟 <strong>Polyvalence :</strong> Adaptée à une large gamme de matériaux comme le verre, le marbre, les carreaux, le granit et la céramique. Disponible en plusieurs tailles pour répondre à divers besoins de perçage.</li>
<li>🛠️ <strong>Simplicité d'Utilisation :</strong> Compatible avec les perceuses électriques standard. L'utilisation d'eau est recommandée pour améliorer l'efficacité du perçage et prolonger la durée de vie de l'outil.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Tailles disponibles :</strong> 6mm, 8mm, 10mm, 12mm, 14mm, 16mm, 18mm, 20mm, 22mm, 30mm</li>
<li>
<strong>Profondeur de perçage :</strong> Jusqu'à 35 mm</li>
<li>
<strong>Poids :</strong> Environ 150 g pour l'ensemble</li>
<li>
<strong>Matériau :</strong> Revêtement en poudre de diamant pour une efficacité de coupe et une durabilité accrues</li>
<li>
<strong>Compatibilité :</strong> Perceuses électriques standard; utilisation recommandée avec de l'eau pour des performances optimales</li>
</ul>",outillage,Hardware > Tool Accessories > Drill & Screwdriver Accessories > Drill & Screwdriver Bits,"",Quincaillerie,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/3e118f447af5673b6edfea1c3a82aec9.webp?v=1749144121,1,"",false,,,,,,,,,,,,,,,kg,,,active
jeu-de-gabarits-pour-cheville-a-bois,Jeu de gabarits pour cheville à bois,"<h2>Description du Produit</h2>
<p>Le ""Jeu de gabarits pour cheville à bois"" est l'outil indispensable pour les amateurs de bricolage et les menuisiers en herbe. Conçu pour créer des joints précis et rapides, ce gabarit auto-centrant est idéal pour réaliser des assemblages bord à bord, en T et d'angle avec une grande facilité.</p>
<p>Fabriqué en plastique résistant aux chocs, il peut être utilisé sur des planches jusqu'à 31 mm d'épaisseur et accepte des forets de 6, 8 et 10 mm. Sa construction durable et sa polyvalence le distinguent de la concurrence, offrant une précision inégalée tout en étant simple d'utilisation même pour les débutants.</p>
<ul>
<li>🎯 <strong>Précision :</strong> La fonction auto-centrante garantit un alignement précis des chevilles, améliorant la solidité et la durabilité des joints.</li>
<li>🔧 <strong>Polyvalence :</strong> Capable de créer plusieurs types de joints (bord à bord, en T, en coin), idéal pour divers projets de menuiserie.</li>
<li>💪 <strong>Durabilité :</strong> Fabriqué en plastique résistant aux chocs qui supporte une utilisation régulière dans un atelier.</li>
<li>👶 <strong>Simplicité d'utilisation :</strong> Conçu pour être convivial même pour les débutants, réduisant ainsi la courbe d'apprentissage associée aux tâches complexes de menuiserie.</li>
<li>🔩 <strong>Compatibilité :</strong> Accepte plusieurs tailles de forets (6 mm, 8 mm et 10 mm), offrant une flexibilité selon les exigences du projet.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Matière :</strong> Plastique + Métal</li>
<li>
<strong>Couleur :</strong> Jaune</li>
<li>
<strong>Compatibilité épaisseur de planche :</strong> Jusqu'à 31 mm</li>
<li>
<strong>Tailles de forets acceptées :</strong> 6 mm, 8 mm, 10 mm</li>
<li>
<strong>Accessoires supplémentaires nécessaires :</strong> Chevilles, crayon aiguisé, équerre, mètre ruban, perceuse ou perceuse sans fil avec butée de profondeur, colle et serre-joints, collier de serrage</li>
</ul>",outillage,Uncategorized,"",Outils,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/a25ae1ae73939a43990845798b6a9d9e.webp?v=1749144045,1,"",false,,,,,,,,,,,,,,,kg,,,active
